source_run_id,deterministic_grade,bertscore_reasoning_only_v2_f1,bertscore_no_final_v1_f1,bertscore_full_f1,rouge_l_f1,chrf_score,candidate_reference_length_ratio,v2_minus_no_final_v1_f1
0087022b-4054-4302-90e7-1c39288b64c9,PASS,0.8275100588798523,0.8518898487091064,0.7074148654937744,0.88715953307393,0.9390093717712353,1.0509641873278237,-0.02437978982925415
0230819a-56b1-4d17-86d3-5f6eca9cc205,FAIL,0.7654273509979248,0.7928316593170166,0.6308503746986389,0.8511530398322851,0.8922357239596405,1.1396054628224583,-0.027404308319091797
03445593-5565-4d84-808b-961d8347ef18,FAIL,-0.15660437941551208,-0.15660437941551208,-0.15660437941551208,0.29121338912133893,0.4193018197439331,3.4313725490196076,0.0
038e0394-8fac-49ea-be6a-c65b10f8f47d,FAIL,0.7124975323677063,0.7261034846305847,0.6278647780418396,0.7947269303201507,0.8781245516043203,1.115702479338843,-0.013605952262878418
03a1c01a-e98f-4fee-b8b4-d5a5ebfbdc9d,PASS,0.9322910904884338,0.9759440422058105,0.7349982261657715,0.9653679653679653,0.9777822794523078,0.9970059880239521,-0.04365295171737671
063e679c-7ca5-4ff4-b22f-9e6dbfbb775f,FAIL,0.880698025226593,0.914507269859314,0.6853037476539612,0.9222011385199241,0.9349039921992133,0.9907300115874855,-0.03380924463272095
06aa69b6-039e-4f7c-91d6-191279776ccc,PASS,0.60611492395401,0.6288585662841797,0.46336933970451355,0.7919999999999999,0.8441131305509432,1.1554878048780488,-0.022743642330169678
0891d888-672d-4f87-bc31-5a40a8dfdd32,FAIL,0.5839628577232361,0.6008708477020264,0.505449652671814,0.7636363636363636,0.8521111872123373,1.2520435967302452,-0.016907989978790283
08aed30b-5c92-41e7-8512-8d612ffade64,FAIL,0.8608234524726868,0.891615629196167,0.6466352939605713,0.9267515923566878,0.802161781117586,0.8390461997019374,-0.030792176723480225
09da2552-f5c9-4b6d-a531-830e1a95ff6b,FAIL,0.879555881023407,0.9233006238937378,0.6785714030265808,0.9111111111111111,0.9264300973872369,0.9712556732223904,-0.04374474287033081
0a1bfb8e-7794-43ce-a724-e54da756c20b,FAIL,0.4084946811199188,0.4084946811199188,0.4084946811199188,0.7389162561576355,0.8019893793376669,1.7507002801120448,0.0
0ada0fb0-29cc-4f10-b31a-705df74e52ae,FAIL,0.606954038143158,0.5723583102226257,0.7260578870773315,0.7204968944099379,0.5433495849735764,0.5014903129657228,0.03459572792053223
0c429cf4-5519-4352-b10b-b78367d1aa96,PASS,0.8970624804496765,0.9357061386108398,0.7033983469009399,0.9615384615384615,0.9796814548010306,1.0332167832167831,-0.03864365816116333
0da1e3a2-7970-4e89-9df6-00d6ef104a50,FAIL,0.8326167464256287,0.8596237897872925,0.6594151854515076,0.9082774049217002,0.8728324102950396,0.9969924812030075,-0.02700704336166382
0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,FAIL,0.8117145299911499,0.8527378439903259,0.6291552186012268,0.8763440860215054,0.8719454828743453,0.9477611940298507,-0.041023313999176025
