scenario_id,metric,row_count,pass_count,fail_count,mean,median,min,max,PASS_mean,FAIL_mean,PASS_minus_FAIL_mean_gap,simple_effect_size,correlation_with_deterministic_pass
CM_APSIDAL_001,informativeness_chain,8,3,5,0.9857880249619484,0.996492475271225,0.9338434934616089,0.9990648627281189,0.9756788611412048,0.9918535232543946,-0.01617466211318974,-0.6021878228792317,-0.3678767356263149
CM_APSIDAL_001,informativeness_step,8,3,5,0.9533482566475868,0.9559440016746521,0.8948225975036621,0.9849997758865356,0.9549111127853394,0.9524105429649353,0.0025005698204040305,0.06727256336558472,0.04555655549425583
CM_APSIDAL_001,reasoning_alignment,8,3,5,0.945556104183197,0.9544758498668671,0.8703510165214539,0.9758216738700867,0.9406359990437826,0.9485081672668457,-0.007872168223063136,-0.17357400598380818,-0.112618040048752
CM_APSIDAL_001,repetition_step,8,3,5,0.03336826339364052,0.03336825966835022,0.03336825966835022,0.03336828947067261,0.03336825966835022,0.033368265628814696,-5.960464476151284e-09,-0.6324555318864208,-0.29277002188455997
CM_APSIDAL_001,semantic_coverage_chain,8,3,5,0.9857880249619484,0.996492475271225,0.9338434934616089,0.9990648627281189,0.9756788611412048,0.9918535232543946,-0.01617466211318974,-0.6021878228792317,-0.3678767356263149
CM_APSIDAL_001,semantic_coverage_step,8,3,5,0.945556104183197,0.9544758498668671,0.8703510165214539,0.9758216738700867,0.9406359990437826,0.9485081672668457,-0.007872168223063136,-0.17357400598380818,-0.112618040048752
CM_APSIDAL_001,roscoe_available_mean,8,3,5,0.9632073029875755,0.9715329527854919,0.9006423234939576,0.9869545698165894,0.9575081666310629,0.9666267848014831,-0.009118618170420256,-0.2533046991798098,-0.16581365243618051
CM_APSIDAL_001,selected_roscoe_score,8,3,5,0.945556104183197,0.9544758498668671,0.8703510165214539,0.9758216738700867,0.9406359990437826,0.9485081672668457,-0.007872168223063136,-0.17357400598380818,-0.112618040048752
CM_FOUCAULT_001,informativeness_chain,8,7,1,0.9817277565598488,0.9972559213638306,0.9332315921783447,0.9984579086303711,0.9793377348354885,0.9984579086303711,-0.019120173794882622,nan,-0.2783383533045869
CM_FOUCAULT_001,informativeness_step,8,7,1,0.9328164681792259,0.9531090557575226,0.8447967767715454,0.9722897410392761,0.9300026978765216,0.9525128602981567,-0.02251016242163517,nan,-0.168207521136627
CM_FOUCAULT_001,reasoning_alignment,8,7,1,0.9302163571119308,0.9473668336868286,0.8679113984107971,0.9657230973243713,0.9278983133179801,0.9464426636695862,-0.018544350351606065,nan,-0.16252041661179384
CM_FOUCAULT_001,repetition_step,8,7,1,0.029229242354631424,0.03334158658981323,0.012803375720977783,0.03530427813529968,0.028702118567058017,0.032919108867645264,-0.004216990300587246,nan,-0.1793470952090635
CM_FOUCAULT_001,semantic_coverage_chain,8,7,1,0.9817277565598488,0.9972559213638306,0.9332315921783447,0.9984579086303711,0.9793377348354885,0.9984579086303711,-0.019120173794882622,nan,-0.2783383533045869
CM_FOUCAULT_001,semantic_coverage_step,8,7,1,0.9302163571119308,0.9473668336868286,0.8679113984107971,0.9657230973243713,0.9278983133179801,0.9464426636695862,-0.018544350351606065,nan,-0.16252041661179384
CM_FOUCAULT_001,roscoe_available_mean,8,7,1,0.9513409391045571,0.9687208235263824,0.8904713869094849,0.9799641728401184,0.9488949588366917,0.9684628009796142,-0.01956784214292251,nan,-0.1992135359848435
CM_FOUCAULT_001,selected_roscoe_score,8,7,1,0.9302163571119308,0.9473668336868286,0.8679113984107971,0.9657230973243713,0.9278983133179801,0.9464426636695862,-0.018544350351606065,nan,-0.16252041661179384
CM_KAPITZA_001,informativeness_chain,8,1,7,0.9793594256043434,0.9935591220855713,0.9206839799880981,0.9974383115768433,0.9678776860237122,0.9809996741158622,-0.013121988092150039,nan,-0.17560051814364927
CM_KAPITZA_001,informativeness_step,8,1,7,0.9291401877999306,0.9423332810401917,0.8582214713096619,0.9616142511367798,0.9616142511367798,0.9245010358946664,0.03711321524211342,nan,0.36377885777365904
CM_KAPITZA_001,reasoning_alignment,8,1,7,0.9221492409706116,0.9340006709098816,0.8474037051200867,0.9497219324111938,0.9253577589988708,0.9216908812522888,0.0036668777465820312,nan,0.037452289617712464
CM_KAPITZA_001,repetition_step,8,1,7,0.02934560552239418,0.03336825966835022,0.009265005588531494,0.03336825966835022,0.03336825966835022,0.028770940644400462,0.004597319023949758,nan,0.1891740837151068
CM_KAPITZA_001,semantic_coverage_chain,8,1,7,0.9793594256043434,0.9935591220855713,0.9206839799880981,0.9974383115768433,0.9678776860237122,0.9809996741158622,-0.013121988092150039,nan,-0.17560051814364927
CM_KAPITZA_001,semantic_coverage_step,8,1,7,0.9221492409706116,0.9340006709098816,0.8474037051200867,0.9497219324111938,0.9253577589988708,0.9216908812522888,0.0036668777465820312,nan,0.037452289617712464
CM_KAPITZA_001,roscoe_available_mean,8,1,7,0.9464315041899681,0.9583045840263367,0.8788793683052063,0.9704825401306152,0.9496170282363892,0.9459764293261936,0.003640598910195525,nan,0.04193430938459405
CM_KAPITZA_001,selected_roscoe_score,8,1,7,0.9221492409706116,0.9340006709098816,0.8474037051200867,0.9497219324111938,0.9253577589988708,0.9216908812522888,0.0036668777465820312,nan,0.037452289617712464
CM_TOP_001,informativeness_chain,8,6,2,0.981175571680069,0.990123987197876,0.9121034741401672,0.9975016117095947,0.9769893884658813,0.9937341213226318,-0.01674473285675049,-0.7310513735301634,-0.2724274279049278
CM_TOP_001,informativeness_step,8,6,2,0.9602842181921005,0.968396782875061,0.8745156526565552,0.9875173568725586,0.9593799908955892,0.9629969000816345,-0.0036169091860452918,-0.1196510916009136,-0.04639897285057893
CM_TOP_001,reasoning_alignment,8,6,2,0.9500135779380798,0.9641686677932739,0.8413980603218079,0.9801402688026428,0.9437802135944366,0.9687136709690094,-0.024933457374572754,-0.6800219049546765,-0.255667445830016
CM_TOP_001,repetition_step,8,6,2,0.03261099010705948,0.03336825966835022,0.027310073375701904,0.03336828947067261,0.03235856691996256,0.03336825966835022,-0.001009692748387657,-0.5773468609624878,-0.21821666338902307
CM_TOP_001,semantic_coverage_chain,8,6,2,0.981175571680069,0.990123987197876,0.9121034741401672,0.9975016117095947,0.9769893884658813,0.9937341213226318,-0.01674473285675049,-0.7310513735301634,-0.2724274279049278
CM_TOP_001,semantic_coverage_step,8,6,2,0.9500135779380798,0.9641686677932739,0.8413980603218079,0.9801402688026428,0.9437802135944366,0.9687136709690094,-0.024933457374572754,-0.6800219049546765,-0.255667445830016
