scenario_id,model_name,prompt_mode,raw_helper_status,first_layer_extractable,review_status,review_reason,final_answer_block_count,field_count,numeric_field_count,output_path_or_run_id
CM_APSIDAL_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,d3255966-d397-4024-81e3-275d475b382f
CM_APSIDAL_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,d678fa6d-f25c-4af8-bc83-9067f0531bcc
CM_APSIDAL_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,4626221f-f5e2-47b7-9c73-7930e0977b54
CM_APSIDAL_001,Granite 4.1 8B,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,d410a814-2896-4137-8dcd-4ea1e3fde257
CM_APSIDAL_001,Llama 3.1 8B Instruct,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,c5b81f9e-4521-4354-8a5d-745ff4c05bcf
CM_APSIDAL_001,Ministral 3 8B,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,8d88ebb6-c7fb-48bf-8150-c24d1049670c
CM_APSIDAL_001,Mistral NeMo 12B,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,4e065114-6895-4037-9f9c-d85e9790bfc5
CM_APSIDAL_001,Mistral Small 3.2 24B Instruct,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,e4082586-1169-4679-b9af-5b1bc02b93ae
COS_DL_001,Gemma 3 12B IT,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,95f6ba98-9ad9-4743-98f6-e08bef51a990
COS_DL_001,Gemma 3 27B IT,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,218ab9ee-bcb4-4ea8-9ea5-27f50255759c
COS_DL_001,Gemma 4 31B IT,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,9b43c249-fc19-463d-9f32-928d33522cd0
COS_DL_001,Granite 4.1 8B,structured_prompt_pilot_v3,OK,True,CLEAN,clean_first_layer_ok,1,4,4,34cd051f-7d65-45c5-8ebf-a814fb4f5ed9
