source_run_id,sample_group,batch,scenario_id,category,model_name,deterministic_grade,error_tags,failed_fields,selected_roscoe_metric_name,selected_roscoe_score,roscoe_available_mean,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score
81351b41-e944-416c-979d-7650f60107cb,stratified_normal,V3,QFT_CASIMIR_001,Quantum Field Theory,Granite 4.1 8B,PASS,,,reasoning_alignment,0.7981340289115906,0.8489416837692261,-0.04036323353648186,0.2820705176294073,0.44286624664115803
9fc843b5-b6bd-412e-9421-9525b76fb61a,low_overlap_pass,V4,QM_AB_001,Quantum Mechanics,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8412985801696777,0.8660531520843506,-0.1721431463956833,0.3713450292397661,0.49175930154147585
5662b68d-3be1-4094-aa82-9419c9d43619,low_overlap_pass,V5,CM_TOP_001,Classical Mechanics,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8413980603218079,0.876303744316101,-0.19409604370594025,0.24506749740394598,0.41027430032129536
491a2baf-b665-4ce6-837c-9a9d3c21f9ed,low_overlap_pass,V4,COS_DESITTER_001,Cosmology,Gemma 4 31B IT,PASS,,,reasoning_alignment,0.8428804278373718,0.8862744450569153,-0.06891496479511261,0.4243119266055046,0.668288906496323
660bac8a-431e-4e1e-a1b0-4327460893b8,low_overlap_pass,V4,SR_TWIN_001,Special Relativity,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8456990718841553,0.8799872636795044,-0.16293056309223175,0.3548698167791707,0.5251869963193966
61b3ada8-c08a-4081-8967-4f6ba358fb6c,low_overlap_pass,V5,QFT_YUKAWA_001,Quantum Field Theory,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8626787662506104,0.8939354538917541,-0.08787588030099869,0.38061465721040194,0.4522927007520598
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,low_overlap_pass,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8635616302490234,0.901585054397583,-0.07554593682289124,0.4016506189821183,0.5012381027805652
34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,low_overlap_pass,V3,COS_DL_001,Cosmology,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8642145395278931,0.8874107122421264,-0.0947883203625679,0.40425531914893614,0.5041505561930941
bfead667-22b7-4add-82bd-2984b62eeac1,low_overlap_pass,V2,QM_BERRY_001,Quantum Mechanics,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8691770434379578,0.9013613700866699,-0.11703328043222427,0.25503355704697983,0.40644689979788484
d410a814-2896-4137-8dcd-4ea1e3fde257,low_overlap_pass,V3,CM_APSIDAL_001,Classical Mechanics,Granite 4.1 8B,PASS,,,reasoning_alignment,0.8703510165214539,0.9006423234939576,-0.08287616819143295,0.4086538461538462,0.5069660256725792
