source_run_id,sample_group,deterministic_grade,selected_roscoe_metric_name,selected_roscoe_score,roscoe_available_mean,informativeness_chain,informativeness_step,reasoning_alignment,repetition_step,semantic_coverage_chain,semantic_coverage_step,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score,candidate_reference_length_ratio
8dd9d539-5113-456a-ad1b-2987c0bf85c9,high_overlap_fail,FAIL,reasoning_alignment,0.970308780670166,0.9827191710472107,0.9991947412490845,0.9745888113975525,0.970308780670166,0.03336828947067261,0.9991947412490845,0.970308780670166,0.9328727126121521,0.9453781512605043,0.9478786425598541,1.0014005602240896
0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,high_overlap_fail,FAIL,reasoning_alignment,0.9635186195373535,0.9785541296005249,0.999023973941803,0.9676854610443115,0.9635186195373535,0.02178168296813965,0.999023973941803,0.9635186195373535,0.9275230169296265,0.9453781512605043,0.941856856738825,1.0
5bde406e-bcbd-4d75-9974-030635a1f45a,high_overlap_fail,FAIL,reasoning_alignment,0.9449743032455444,0.9682335376739502,0.9982490539550781,0.9547209739685059,0.9449743032455444,0.03336825966835022,0.9982490539550781,0.9449743032455444,0.9269124269485474,0.9583333333333334,0.9604795407965007,1.0
6829aa30-fc54-4ffc-9602-72f72f6cd43d,high_overlap_fail,FAIL,reasoning_alignment,0.941616415977478,0.9661613702774048,0.997622013092041,0.9523299932479858,0.941616415977478,0.018732905387878418,0.997622013092041,0.941616415977478,0.9213840365409851,0.9517819706498951,0.9342505297932944,1.0032840722495895
e393f274-ca90-4884-a598-72d0a544a214,high_overlap_fail,FAIL,reasoning_alignment,0.9778833985328674,0.9865517497062684,0.9982901811599731,0.9804115891456604,0.9778833985328674,0.03336825966835022,0.9982901811599731,0.9778833985328674,0.917246401309967,0.9651376146788991,0.9751084394461151,1.0034762456546928
1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,high_overlap_fail,FAIL,reasoning_alignment,0.9519320130348206,0.9714927911758423,0.997217059135437,0.9591658115386963,0.9519320130348206,0.03336825966835022,0.997217059135437,0.9519320130348206,0.9105151295661926,0.9466666666666667,0.9373615439882558,0.9954476479514416
13d804f3-30ad-428a-ad9d-7f48deb28505,high_overlap_fail,FAIL,reasoning_alignment,0.9552719593048096,0.973576831817627,0.9975652694702148,0.9622097015380859,0.9552719593048096,0.03336825966835022,0.9975652694702148,0.9552719593048096,0.9080313444137573,0.9387755102040817,0.9226676326597103,0.990506329113924
672d5859-333f-4a64-a9bf-0605af9f8987,high_overlap_fail,FAIL,reasoning_alignment,0.9642623662948608,0.9786291122436523,0.9954761862754822,0.9736684560775757,0.9642623662948608,0.029760658740997314,0.9954761862754822,0.9642623662948608,0.9066815376281738,0.9490022172949002,0.9566459294662385,1.0121396054628224
d765a40d-fb04-4ffc-9811-18c108bbbc6d,high_overlap_fail,FAIL,reasoning_alignment,0.9586105346679688,0.9746110439300537,0.996848464012146,0.9621372222900391,0.9586105346679688,0.03336828947067261,0.996848464012146,0.9586105346679688,0.9046378135681152,0.95,0.9347036354019523,0.9873125720876585
1c025782-1745-4b84-8da5-82a9a85a1fb9,high_overlap_fail,FAIL,reasoning_alignment,0.958980143070221,0.9762744426727294,0.9978621602058411,0.9676876068115234,0.958980143070221,0.03336828947067261,0.9978621602058411,0.958980143070221,0.895334780216217,0.9473684210526315,0.9630184943393981,0.9946737683089214
5662b68d-3be1-4094-aa82-9419c9d43619,low_overlap_pass,PASS,reasoning_alignment,0.8413980603218079,0.876303744316101,0.9121034741401672,0.8745156526565552,0.8413980603218079,0.02731001377105713,0.9121034741401672,0.8413980603218079,-0.19409604370594025,0.24506749740394598,0.41027430032129536,3.6671709531013614
9fc843b5-b6bd-412e-9421-9525b76fb61a,low_overlap_pass,PASS,reasoning_alignment,0.8412985801696777,0.8660531520843506,0.8993615508079529,0.8489454984664917,0.8412985801696777,0.025290310382843018,0.8993615508079529,0.8412985801696777,-0.1721431463956833,0.3713450292397661,0.49175930154147585,2.0014925373134327
660bac8a-431e-4e1e-a1b0-4327460893b8,low_overlap_pass,PASS,reasoning_alignment,0.8456990718841553,0.8799872636795044,0.9170819520950317,0.874374270439148,0.8456990718841553,0.0,0.9170819520950317,0.8456990718841553,-0.16293056309223175,0.3548698167791707,0.5251869963193966,2.6616454229432214
bfead667-22b7-4add-82bd-2984b62eeac1,low_overlap_pass,PASS,reasoning_alignment,0.8691770434379578,0.9013613700866699,0.9566096067428589,0.8552335500717163,0.8691770434379578,0.008067607879638672,0.9566096067428589,0.8691770434379578,-0.11703328043222427,0.25503355704697983,0.40644689979788484,4.153846153846154
c135ca95-a9ca-4c99-aecc-4d07f769530b,low_overlap_pass,PASS,reasoning_alignment,0.8887732625007629,0.917440938949585,0.946520209312439,0.916617751121521,0.8887732625007629,0.04156869649887085,0.946520209312439,0.8887732625007629,-0.09831004589796066,0.5079365079365079,0.778637707637972,1.9427430093209055
34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,low_overlap_pass,PASS,reasoning_alignment,0.8642145395278931,0.8874107122421264,0.9173927903175354,0.8738389015197754,0.8642145395278931,0.0,0.9173927903175354,0.8642145395278931,-0.0947883203625679,0.40425531914893614,0.5041505561930941,2.261865793780687
61b3ada8-c08a-4081-8967-4f6ba358fb6c,low_overlap_pass,PASS,reasoning_alignment,0.8626787662506104,0.8939354538917541,0.936557412147522,0.8712049126625061,0.8626787662506104,0.01618194580078125,0.936557412147522,0.8626787662506104,-0.08787588030099869,0.38061465721040194,0.4522927007520598,2.553892215568862
d410a814-2896-4137-8dcd-4ea1e3fde257,low_overlap_pass,PASS,reasoning_alignment,0.8703510165214539,0.9006423234939576,0.9338434934616089,0.8948225975036621,0.8703510165214539,0.03336825966835022,0.9338434934616089,0.8703510165214539,-0.08287616819143295,0.4086538461538462,0.5069660256725792,2.9437299035369775
33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,low_overlap_pass,PASS,reasoning_alignment,0.8635616302490234,0.901585054397583,0.945253849029541,0.8902943134307861,0.8635616302490234,0.025290310382843018,0.945253849029541,0.8635616302490234,-0.07554593682289124,0.4016506189821183,0.5012381027805652,2.7137809187279154
491a2baf-b665-4ce6-837c-9a9d3c21f9ed,low_overlap_pass,PASS,reasoning_alignment,0.8428804278373718,0.8862744450569153,0.9249910116195679,0.895629346370697,0.8428804278373718,0.0,0.9249910116195679,0.8428804278373718,-0.06891496479511261,0.4243119266055046,0.668288906496323,2.9287974683544302
03445593-5565-4d84-808b-961d8347ef18,stratified_normal,FAIL,reasoning_alignment,0.8283288478851318,0.8815717220306396,0.943709135055542,0.8637826442718506,0.8283288478851318,0.006415605545043945,0.943709135055542,0.8283288478851318,-0.15660437941551208,0.29121338912133893,0.4193018197439331,3.4313725490196076
bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,stratified_normal,FAIL,reasoning_alignment,0.9551564455032349,0.9651842832565307,0.9954583644866943,0.9246917963027954,0.9551564455032349,0.03336822986602783,0.9954583644866943,0.9551564455032349,0.5441675186157227,0.6677908937605397,0.5317119200857157,0.4812085482682388
