source_run_id,deterministic_grade,rouge_l_f1,bertscore_full_f1,bertscore_no_final_f1,candidate_reference_length_ratio
0087022b-4054-4302-90e7-1c39288b64c9,PASS,0.88715953307393,0.7074148654937744,0.8518898487091064,1.0509641873278237
0230819a-56b1-4d17-86d3-5f6eca9cc205,FAIL,0.8511530398322851,0.6308503746986389,0.7928316593170166,1.1396054628224583
03445593-5565-4d84-808b-961d8347ef18,FAIL,0.29121338912133893,-0.15660437941551208,-0.15660437941551208,3.4313725490196076
038e0394-8fac-49ea-be6a-c65b10f8f47d,FAIL,0.7947269303201507,0.6278647780418396,0.7261034846305847,1.115702479338843
03a1c01a-e98f-4fee-b8b4-d5a5ebfbdc9d,PASS,0.9653679653679653,0.7349982261657715,0.9759440422058105,0.9970059880239521
063e679c-7ca5-4ff4-b22f-9e6dbfbb775f,FAIL,0.9222011385199241,0.6853037476539612,0.914507269859314,0.9907300115874855
06aa69b6-039e-4f7c-91d6-191279776ccc,PASS,0.7919999999999999,0.46336933970451355,0.6288585662841797,1.1554878048780488
0891d888-672d-4f87-bc31-5a40a8dfdd32,FAIL,0.7636363636363636,0.505449652671814,0.6008708477020264,1.2520435967302452
08aed30b-5c92-41e7-8512-8d612ffade64,FAIL,0.9267515923566878,0.6466352939605713,0.891615629196167,0.8390461997019374
09da2552-f5c9-4b6d-a531-830e1a95ff6b,FAIL,0.9111111111111111,0.6785714030265808,0.9233006238937378,0.9712556732223904
0a1bfb8e-7794-43ce-a724-e54da756c20b,FAIL,0.7389162561576355,0.4084946811199188,0.4084946811199188,1.7507002801120448
0ada0fb0-29cc-4f10-b31a-705df74e52ae,FAIL,0.7204968944099379,0.7260578870773315,0.5723583102226257,0.5014903129657228
0c429cf4-5519-4352-b10b-b78367d1aa96,PASS,0.9615384615384615,0.7033983469009399,0.9357061386108398,1.0332167832167831
0da1e3a2-7970-4e89-9df6-00d6ef104a50,FAIL,0.9082774049217002,0.6594151854515076,0.8596237897872925,0.9969924812030075
0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,FAIL,0.8763440860215054,0.6291552186012268,0.8527378439903259,0.9477611940298507
0ed2217a-06ad-4917-b517-25fdcad0cab9,FAIL,0.6068515497553019,0.5085073113441467,0.3748913109302521,0.5696389093588798
0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,FAIL,0.9453781512605043,0.7569486498832703,0.9652096629142761,1.0
1080327a-aefa-4292-9f3b-922c1e3ba116,PASS,0.8845208845208847,0.5539253354072571,0.7154849767684937,1.0692410119840212
11e2b649-bad4-4438-8add-32ce29e75176,PASS,0.9384615384615386,0.6941899657249451,0.9254761338233948,1.0
1205af10-0f2d-4c8b-ade7-beb9155d9d4d,FAIL,0.3882063882063882,-0.02937813103199005,-0.02937813103199005,2.6646795827123695
12ba6901-ab09-4608-812d-243a3ba8cb47,FAIL,0.32209737827715357,0.07304166257381439,0.07304166257381439,1.840599455040872
13d804f3-30ad-428a-ad9d-7f48deb28505,FAIL,0.9387755102040817,0.7112431526184082,0.9508345723152161,0.990506329113924
1578b708-15cc-4472-862d-060fbdc5e95c,FAIL,0.9409090909090909,0.6725291609764099,0.9059381484985352,1.0289634146341464
183a2bc8-11a9-43e6-a8a0-67b79cff192b,PASS,0.9470752089136492,0.689397931098938,0.9060737490653992,0.965034965034965
18568238-1307-480c-8ad5-578fb5bb8a74,FAIL,0.9242819843342036,0.7041540741920471,0.9210545420646667,0.9940298507462687
188bc4ef-e984-49f4-b584-bd3a99572a45,FAIL,0.8049113233287858,0.6669198870658875,0.6810438632965088,1.2652757078986587
1af000e0-80c0-45b3-9f95-f707072fdac3,FAIL,0.6413223140495867,0.5994253158569336,0.4503419101238251,0.5210022107590273
1b84f29d-7262-4118-892c-163d9f57dd84,PASS,0.9427083333333334,0.7101405262947083,0.943536102771759,1.0363086232980332
1c025782-1745-4b84-8da5-82a9a85a1fb9,FAIL,0.9473684210526315,0.7398287653923035,0.9439312815666199,0.9946737683089214
1df804d6-a5b4-4ea3-ac8b-ba99c928f420,PASS,0.9479166666666665,0.7214685678482056,0.9722513556480408,0.9831932773109243
1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,FAIL,0.9466666666666667,0.7391736507415771,0.9474597573280334,0.9954476479514416
1f6f2a74-79ab-47f8-8a96-512a80ae17d9,FAIL,0.888888888888889,0.6092442870140076,0.7939321398735046,1.0014388489208632
218ab9ee-bcb4-4ea8-9ea5-27f50255759c,PASS,0.9336384439359268,0.6123111844062805,0.8854113221168518,0.9918166939443536
2269ab6d-3ceb-455f-a66f-7fe8faa2eb8b,PASS,0.9414758269720102,0.7388190627098083,0.9659703969955444,1.0
252e5a22-0a7b-412b-ae8c-1e0bc538da7c,FAIL,0.84472049689441,0.5999024510383606,0.693312406539917,1.1984962406015038
25529e5b-327b-4589-a52a-93f73ca80330,PASS,0.7358024691358024,0.3687385320663452,0.5177781581878662,1.2321755027422303
26ede9fe-ceec-41da-b26e-b510f3260cff,FAIL,0.28404669260700394,-0.29742735624313354,-0.29742735624313354,3.5838607594936707
2742e121-11c7-40dc-a1f9-f3aad05e93ab,PASS,0.9041095890410958,0.6295535564422607,0.8586020469665527,0.9187969924812031
297bb41a-5909-4b26-9936-dd1af5211f9c,FAIL,0.35419847328244275,-0.06008379906415939,-0.06008379906415939,2.8053830227743273
2c993c72-2e8e-41bc-a7d5-788e67e106ce,PASS,0.9688888888888889,0.7632734179496765,0.981254518032074,1.0015174506828528
2d1f22bc-291c-4722-88c7-cc1fed3ce53d,FAIL,0.924731182795699,0.6527453660964966,0.9242789149284363,0.9840989399293286
3048c6ec-b6eb-429b-9e91-09317a088462,FAIL,0.5561497326203209,0.2870729863643646,0.2870729863643646,1.5381294964028778
30ac6932-dc57-4cf3-bf98-468533408eb0,PASS,0.9510869565217392,0.69194495677948,0.958380937576294,0.9850746268656716
30e59015-74c8-4d8c-abe8-a916e9150032,FAIL,0.5924764890282131,0.46344631910324097,0.31418243050575256,0.5178837555886736
332b6344-a602-4bd9-be3f-788d8b061d0b,FAIL,0.5549549549549551,0.35179877281188965,0.3961043357849121,1.0661157024793388
